Player Number,Player Name,Player Role,GAMES,RUNS,4s,6s,50s,100s,150s,200s,DUCKS,OVERS,BALLS,WICKETS,RUNS AGAINST,MAIDENS,3fers/4fers,5fers,6+fers,CATCHES,RUN-OUTS,STUMPINGS,MOTM,WINS,BATTING,BOWLING,FIELDING,BONUS,TOTAL
38,Calum Harris,Batsman,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.5,0,0,10,51.5
39,Rory Kilpatrick,Batsman,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.5,0,0,10,39.5
40,Jono Ford,Batsman,1,14,0,0,0,0,0,0,0,7.2,44,2,35,1,1,0,0,0,0,0,0,0,35,76.5,0,0,111.5
41,Samay Shah,Batsman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,James Sood,Batsman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Amogh Hoskote,Batsman,2,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.5,0,0,0,104.5
44,Balram Sridar,Batsman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Rohan Agrawal,Bowler,1,0,0,0,0,0,0,0,0,7,42,0,16,1,1,0,0,0,0,0,0,0,0,44,0,0,44
46,Dan Willey,Bowler,2,2,0,0,0,0,0,0,0,14.4,88,3,54,1,1,0,0,0,0,0,0,1,5,161,0,10,176
47,Jinesh Timbadia,Bowler,1,0,0,0,0,0,0,0,0,10,60,4,46,1,1,0,0,0,0,0,0,1,0,157,0,10,167
48,Rohan Bahl,Bowler,1,1,0,0,0,0,0,0,0,10,60,1,37,1,0,0,0,0,0,0,0,0,2.5,71.5,0,0,74
49,Shivgovind Dahima,Bowler,2,5,1,0,0,0,0,0,0,18,108,8,65,2,2,1,0,0,0,0,1,0,14.5,345.5,0,25,385
50,Saurav Parmar,Bowler,2,4,0,0,0,0,0,0,0,8.2,50,2,22,1,1,0,0,0,0,0,0,2,10,89,0,20,119
51,Suchin Iyengar,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Sam Pitkin,Bowler,1,0,0,0,0,0,0,0,0,2,12,0,5,0,0,0,0,0,0,0,0,0,0,9.5,0,0,9.5
53,James Murphy,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Kushal Raju,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Jonathan Brook,Bowler,3,14,2,0,0,0,0,0,0,17,102,2,95,0,0,0,0,0,0,0,0,2,39,94.5,0,20,153.5
56,Harry Riley,Wicket-keeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Sam Hawes,Wicket-keeper,3,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,147.5,0,75,45,267.5
58,Akash Murali,All-Rounder,1,38,2,0,0,0,0,0,0,9,54,1,38,1,1,0,0,0,0,0,0,0,99,65,0,0,164
59,Abhineet Ramjiwal,All-Rounder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Matt Alexander,All-Rounder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Owen McCausland,All-Rounder,1,1,0,0,0,0,0,0,0,5,30,2,30,0,0,0,0,0,0,0,0,0,2.5,55,0,0,57.5
62,Rohan Chauhan,All-Rounder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Ed Churchill,All-Rounder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Jacob Marquiss,All-Rounder,2,28,4,0,0,0,0,0,0,11,66,3,43,1,1,0,0,0,0,0,2,0,78,114.5,0,50,242.5
65,Vitan Patel,All-Rounder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Rudi Butterfield,All-Rounder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Jonathan Ede,Batsman,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,37
68,Ewan Smith,Batsman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Jack Mallows,Batsman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5
70,Charlie Skirrow,Batsman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Samraaj Hullait,Batsman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Tobias Peters,Batsman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Sean Merriman,Bowler,2,0,0,0,0,0,0,0,0,13,78,0,48,1,0,0,0,0,0,0,0,0,0,64,0,0,64
74,Adi Manoj,Bowler,1,0,0,0,0,0,0,0,0,2.2,14,0,8,0,0,0,0,0,0,0,0,1,0,10,0,10,20
75,Aranav Vaish,Bowler,1,0,0,0,0,0,0,0,0,7,42,0,18,2,0,0,0,0,0,0,0,0,0,53,0,0,53
76,Ivan Campbell-Ferguson,Bowler,1,21,2,0,0,0,0,0,0,10,60,2,43,0,0,0,0,0,0,0,0,0,56.5,78.5,0,0,135
77,Aryaman Choudhury,Bowler,1,0,0,0,0,0,0,0,0,2,12,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,9
78,Shillan Patel,Bowler,1,5,0,0,0,0,0,0,0,7,42,1,14,2,2,0,0,0,0,0,0,0,12.5,75,0,0,87.5
79,Shiv Gupta,Bowler,1,6,0,0,0,0,0,0,0,1.5,11,0,34,0,0,0,0,0,0,0,1,1,15,-6,0,35,44
80,Taran Jina,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Vijay Krishnan,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Simon Bate,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Harry Collins,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Jack Ridge,Bowler,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,10,25
85,Kieran Smith,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Matthew Thomas,Bowler,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10
87,William Mehew,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Rachit Jain,Wicket-keeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Jonathan Ede,Wicket-keeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Kunj Thakker,Wicket-keeper,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
91,Harsh Saraf,Wicket-keeper,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,7.5
92,Oliver Finch,Batsman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10
93,Dilhan Gabhari,Batsman,1,5,1,0,0,0,0,0,0,5,30,0,21,0,0,0,0,0,0,0,0,1,14.5,19.5,0,10,44
94,Marcus Foux,Batsman,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.5,0,0,10,34.5
95,Ben Macintyre,Batsman,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,10,54
96,Nikhil Chavda,Batsman,2,15,0,0,0,0,0,0,0,5,30,1,24,0,0,0,0,0,0,0,0,1,37.5,38,0,10,85.5
97,Fraser Nicholson,Batsman,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,0,0,0,67.5
98,Angus Lockhart,Batsman,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,44
99,Aman Agrawal,Batsman,1,0,0,0,0,0,0,0,0,5,30,0,33,0,0,0,0,0,0,0,0,0,0,13.5,0,0,13.5
